Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
"InChI=1/C13H21NO2/c1-10-4-6-13(7-5-10)14(8-11(2)15)9-12(3)16/h4-7,11-12,15-16H,8-9H2,1-3H3",CC(O)CN(CC(C)O)c1ccc(C)cc1,-1.5,0,[-1.5],1,aqsol,
"InChI=1/C13H21N3O5S3/c1-4-16(11(17)7-15-3)10-5-8(2)23(18,19)13-9(10)6-12(22-13)24(14,20)21/h6,8,10,15H,4-5,7H2,1-3H3,(H2,14,20,21)/f/h14H2",CCN(C1CC(C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O)C(=O)CNC,-1.21,0,[-1.21],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C13H20O/c1-8(2)12-6-10-5-11(7-14)13(12)4-9(10)3/h7-8,11-13H,4-6H2,1-3H3",CC(C)C1CC2=C(C)CC1C(C2)C=O,-3.85,0,[-3.85],1,aqsol,
"InChI=1/C11H22O2/c1-5-6-7-10-12-9(2)8-11(3,4)13-10/h9-10H,5-8H2,1-4H3",CCCCC1OC(C)CC(C)(C)O1,-2.45,0,[-2.45],1,aqsol,
"InChI=1/C11H22O2/c1-6-13-10(12)7-9(2)8-11(3,4)5/h9H,6-8H2,1-5H3",CCOC(=O)CC(C)CC(C)(C)C,-3.82,0,[-3.82],1,aqsol,
"InChI=1/C13H21F3N2O2/c14-13(15,16)8-3-1-4-9(7-8)18-11-10(12(19)20)5-2-6-17-11/h8-11,17-18H,1-7H2,(H,19,20)/f/h19H",OC(=O)C1CCCNC1NC1CCCC(C1)C(F)(F)F,-5.07,0,[-5.07],1,Ochem,A5370
"InChI=1/C11H22O2/c1-9(2)7-8-11(3,4)10(12-5)13-6/h7,10H,8H2,1-6H3",COC(OC)C(C)(C)CC=C(C)C,-3.34,0,[-3.34],1,aqsol,
"InChI=1/C13H20O2/c1-5-11(14)15-10-8-9-6-7-13(10,4)12(9,2)3/h5,9-10H,1,6-8H2,2-4H3/t9-,10?,13+/m0/s1",CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-4.58,0,[-4.58],1,aqsol,
"InChI=1/C13H20O2/c1-3-10-14-12(2)15-11-9-13-7-5-4-6-8-13/h4-8,12H,3,9-11H2,1-2H3",CCCOC(C)OCCc1ccccc1,-3.38,0,[-3.38],1,aqsol,
"InChI=1/C11H22O2/c1-9(8-11(3,4)5)6-7-13-10(2)12/h9H,6-8H2,1-5H3",CC(CCOC(C)=O)CC(C)(C)C,-3.99,0,[-3.99],1,aqsol,
"InChI=1/C13H20O2/c1-12(2,3)14-15-13(4,5)11-9-7-6-8-10-11/h6-10H,1-5H3",CC(C)(C)OOC(C)(C)c1ccccc1,-4.29,0,[-4.29],1,aqsol,
"InChI=1/C13H24O3/c1-5-15-12(14)16-11-9-7-6-8-10(11)13(2,3)4/h10-11H,5-9H2,1-4H3",CCOC(=O)OC1CCCCC1C(C)(C)C,-4.32,0,[-4.32],1,aqsol,
"InChI=1/C13H21N2O4PS/c1-5-11(4)14-20(21,18-6-2)19-13-9-10(3)7-8-12(13)15(16)17/h7-9,11H,5-6H2,1-4H3,(H,14,21)/t11-,20+/m0/s1/f/h14H",CCO[P@](=S)(N[C@@H](C)CC)OC1=CC(C)=CC=C1[N+]([O-])=O,-4.73,0,[-4.73],1,Ochem,A108291
"InChI=1/C13H22N2O/c1-15(2)13(16)14-12-7-8-6-11(12)10-5-3-4-9(8)10/h8-12H,3-7H2,1-2H3,(H,14,16)/t8-,9+,10-,11-,12+/m0/s1/f/h14H",CN(C)C(=O)N[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@H]21,-3.01,0,[-3.01],1,Ochem,A112523
"InChI=1/C13H22N2O/c1-15(2)13(16)14-12-7-8-6-11(12)10-5-3-4-9(8)10/h8-12H,3-7H2,1-2H3,(H,14,16)/t8-,9-,10+,11-,12-/m0/s1/f/h14H",CN(C)C(=O)N[C@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@@H]21,-3.17,0,[-3.17],1,Ochem,A108291
"InChI=1/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",CCCCCCCCCCC=O,-3.15,0,[-3.15],1,aqsol,
"InChI=1/C6H4N4O2/c11-4-2-7-3-1-8-6(12)10-5(3)9-4/h1-2H,(H2,8,9,10,11,12)/f/h9-10H",O=C1NC2=C(C=NC(=O)N2)N=C1,-2.36,0,[-2.36],1,Ochem,A108291
"InChI=1/C6H4N4O2/c11-3-1-7-5-4(10-3)6(12)9-2-8-5/h1-2H,(H,10,11)(H,7,8,9,12)/f/h9-10H",O=C1NC2=C(N=CNC2=O)N=C1,-2.96,0,[-2.96],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H4N4O2/c11-3-1-7-4-5(10-3)8-2-9-6(4)12/h1-2H,(H2,8,9,10,11,12)/f/h9-10H",O=C1NC2=C(N=C1)C(=O)NC=N2,-2.82,0,[-2.82],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H4N4O2/c11-3-1-7-4-5(10-3)8-2-9-6(4)12/h1-2H,(H2,8,9,10,11,12)/f/h8,10H",O=C1NC2=C(N=C1)C(=O)N=CN2,-2.82,0,[-2.82],1,Ochem,A108291
"InChI=1/C6H4N4O/c11-6-4-5(9-3-10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h9H",O=C1N=CNC2=C1[NH0]=CC=[NH0]2,-1.47,0,[-1.47],1,"Ochem, aqsol","A111278, nan"
"InChI=1/C6H4N4O/c11-6-4-5(9-3-10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h11H",OC1=NC=NC2=NC=CN=C12,-1.47,0,[-1.47],1,Ochem,A5643
"InChI=1/C6H4N4O/c11-5-2-8-4-1-7-3-9-6(4)10-5/h1-3H,(H,7,9,10,11)/f/h9H",O=C1C=NC2=CN=CNC2=N1,-2.12,0,[-2.12],1,Ochem,A108291
"InChI=1/C6H4N4O/c11-5-2-8-4-1-7-3-9-6(4)10-5/h1-3H,(H,7,9,10,11)/f/h10H",O=C1NC2=C(C=NC=N2)N=C1,-2.12,0,[-2.12],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H4N2O6/c9-5-2-6(10)4(8(13)14)1-3(5)7(11)12/h1-2,9-10H",OC1=CC(O)=C(C=C1N(=O)=O)N(=O)=O,-3.41,0,[-3.41],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H4N4S/c11-6-4-5(9-3-10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h8H",S=C1N=CN=C2NC=CN=C12,-2.65,0,[-2.65],1,Ochem,A5643
"InChI=1/C6H5FN2O3/c1-3(10)9-2-4(7)5(11)8-6(9)12/h2H,1H3,(H,8,11,12)/f/h8H",CC(=O)N1C=C(F)C(=O)NC1=O,-0.6,0,[-0.6],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H5FN2O3/c1-3(10)9-5(11)4(7)2-8-6(9)12/h2H,1H3,(H,8,12)/f/h8H",CC(=O)N1C(=O)NC=C(F)C1=O,-0.6,0,[-0.6],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H5FN2O4/c1-13-6(12)9-2-3(7)4(10)8-5(9)11/h2H,1H3,(H,8,10,11)/f/h8H",COC(=O)N1C=C(F)C(=O)NC1=O,-0.91,0,[-0.91],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H6FN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",Nc1ccc(F)cc1,-0.53,0,[-0.53],1,aqsol,
"InChI=1/C6H6ClNO/c7-4-1-2-5(8)6(9)3-4/h1-3,9H,8H2",Nc1ccc(Cl)cc1O,-2.39,0,[-2.39],1,aqsol,
"InChI=1/C6H6ClN5/c1-3(2)9-6-11-4(7)10-5(8)12-6/h3H,1-2H2,(H,9,10,11,12)/f/h9H",[#6]C([#6])NC1=[NH0]C([#7])=[NH0]C(Cl)=[NH0]1,-2.71,0,[-2.71],1,Ochem,A111278
"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5-,6-",Cl[C@H]1[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl,-4.6,0,[-4.6],1,Ochem,A5643
"InChI=1/C6H4N4O3/c11-4-3-2(7-1-8-4)5(12)10-6(13)9-3/h1H,(H,7,8,11)(H2,9,10,12,13)/f/h8-10H",O=C1NC(=O)C2=C(N1)C(=O)NC=N2,-3.91,0,[-3.91],1,Ochem,A108291
"InChI=1/C6H4N4O3S/c11-3-1-2(9-6(14)10-3)8-5(13)4(12)7-1/h(H,7,12)(H3,8,9,10,11,13,14)/f/h7-10H",O=C1NC2=C(NC1=O)C(=O)NC(=S)N2,-2.23,0,[-2.23],1,Ochem,A108291
"InChI=1/C6H4N4O4/c11-3-1-2(8-6(14)9-3)4(12)10-5(13)7-1/h(H2,7,10,12,13)(H2,8,9,11,14)/f/h7-10H",O=C1NC(=O)C2=C(N1)C(=O)NC(=O)N2,-5.46,0,[-5.46],1,Ochem,A108291
"InChI=1/C6H4N4S/c11-5-2-8-6-4(10-5)1-7-3-9-6/h1-3H,(H,10,11)/f/h11H",SC1=CN=C2N=CN=CC2=N1,-2.71,0,[-2.71],1,"Ochem, Ochem, Ochem, aqsol","A171, A5370, A112523, nan"
"InChI=1/C6H6INO/c1-8-4-5(7)2-3-6(8)9/h2-4H,1H3",CN1C=C(I)C=CC1=O,-0.01,0,[-0.01],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H5ClS/c7-5-3-1-2-4-6(5)8/h1-4,8H",Sc1ccccc1Cl,-1.78,0,[-1.78],1,aqsol,
"InChI=1/C6H5ClO2S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H",Cl[S](=O)(=O)c1ccccc1,-1.89,0,[-1.89],1,aqsol,
"InChI=1/C6H5ClO2/c7-5-3-4(8)1-2-6(5)9/h1-3,8-9H",OC1=CC(Cl)=C(O)C=C1,0.8,0,[0.8],1,Ochem,A108291
"InChI=1/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H",Oc1ccc(Cl)c(O)c1,-1.07,0,[-1.07],1,aqsol,
"InChI=1/C6H5ClN2O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,8H2",NC1=CC=C(Cl)C=C1[N+]([O-])=O,-2.54,0,[-2.54],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C6H5Cl2NO3S/c7-3-1-5(9)6(2-4(3)8)13(10,11)12/h1-2H,9H2,(H,10,11,12)/f/h10H",Nc1cc(Cl)c(Cl)cc1[S](O)(=O)=O,-2.11,0,[-2.11],1,aqsol,
"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m1/s1",Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,-5.16,0,[-5.16],1,Ochem,A108291
"InChI=1/C6H5Cl2N3O2/c1-13-6(12)2-5(9)11-4(8)3(7)10-2/h1H3,(H2,9,11)/f/h9H2",COC(=O)c1nc(Cl)c(Cl)nc1N,-4.53,0,[-4.53],1,aqsol,
"InChI=1/C6H5Cl2N/c7-4-2-1-3-5(8)6(4)9/h1-3H,9H2",NC1=C(Cl)C=CC=C1Cl,-2.74,0,[-2.74],1,Ochem,A111695
"InChI=1/C6H4O5/c7-5(8)3-1-2-4(11-3)6(9)10/h1-2H,(H,7,8)(H,9,10)/f/h7,9H",OC(=O)c1oc(cc1)C(O)=O,-2.24,0,[-2.24],1,aqsol,
"InChI=1/C6H4N6/c7-12-6-4-5(10-3-11-6)9-2-1-8-4/h1-3H,(H,9,10,11,12)/f/h10H/b12-6-",[#7]\N=C1/N=CNC2=[NH0]C=C[NH0]=C12,-1.86,0,[-1.86],1,Ochem,A111278
"InChI=1/C6H4N4S/c11-6-9-3-4-5(10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h11H",SC1=NC2=C(C=N1)N=CC=N2,-2.77,0,[-2.77],1,"Ochem, Ochem, Ochem","A171, A5370, A112523"
"InChI=1/C6H5F3N4OS/c1-10-4(14)13(2)5-12-11-3(15-5)6(7,8)9/h1-2H2,(H,10,14)/f/h10H",[#6]NC(=O)N([#6])C1=[NH0][NH0]=C([SH0]1)C(F)(F)F,-2.06,0,[-2.06],1,Ochem,A111278
"InChI=1/C6H4N4S/c11-6-4-5(9-3-10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h9H",S=C1N=CNC2=C1[NH0]=CC=[NH0]2,-2.65,0,[-2.65],1,"Ochem, aqsol","A111278, nan"
"InChI=1/C6H4N4S/c11-6-4-5(9-3-10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)/f/h11H",SC1=NC=NC2=C1N=CC=N2,-2.36,0,[-2.36],1,"Ochem, Ochem, Ochem","A171, A5370, A112523"
"InChI=1/C6H5Cl2N/c7-4-2-1-3-5(9)6(4)8/h1-3H,9H2",Nc1cccc(Cl)c1Cl,-2.13,0,[-2.13],1,aqsol,
"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m0/s1",Cl[C@H]1[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-4.6,0,[-4.6],1,Ochem,A77013
"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3+,4+,5-,6-",Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-6.08,0,[-6.08],1,Ochem,A108291
"InChI=1/C6H6BrN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",NC1=CC=C(Br)C=C1,-2.39,0,[-2.39],1,Ochem,A111695
"InChI=1/C6H5N5O2/c7-6-10-4-3(5(13)11-6)9-2(12)1-8-4/h1H,(H,9,12)(H3,7,8,10,11,13)/f/h9,11H,7H2",NC1=NC2=C(NC(=O)C=N2)C(=O)N1,-3.86,0,[-3.86],1,Ochem,A5370
"InChI=1/C6H5N3O4/c7-4-1-5(8(10)11)3-6(2-4)9(12)13/h1-3H,7H2",NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-2.15,0,[-2.15],1,Ochem,A111695
"InChI=1/C15H30O8/c1-2-3-4-13(21)23-12-15(8-19,9-20)11-22-10-14(5-16,6-17)7-18/h16-20H,2-12H2,1H3",CCCCC(=O)OCC(CO)(CO)COCC(CO)(CO)CO,-6.83,0,[-6.83],1,aqsol,
InChI=1/O2S/c1-3-2,O=S=O,0.22,0,[0.22],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C14H14N2O2/c1-18-13-8-7-10(9-12(13)15)14(17)16-11-5-3-2-4-6-11/h2-9H,15H2,1H3,(H,16,17)/f/h16H",COc1ccc(cc1N)C(=O)Nc2ccccc2,-3.87,0,[-3.87],1,aqsol,
"InChI=1/C13H22O2/c1-13(2,15)9-3-4-11-5-7-12(10-14)8-6-11/h5,10,12,15H,3-4,6-9H2,1-2H3",CC(C)(O)CCCC1=CCC(CC1)C=O,-1.54,0,[-1.54],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C13H22O/c1-4-5-8-12(14)11-7-6-9-13(2,3)10-11/h4,11H,1,5-10H2,2-3H3",CC1(C)CCCC(C1)C(=O)CCC=C,-4.78,0,[-4.78],1,aqsol,
"InChI=1/C11H21NO3/c1-4-9-15-11(14)8-7-10(13)12(5-2)6-3/h4-9H2,1-3H3",CCCOC(=O)CCC(=O)N(CC)CC,-0.62,0,[-0.62],1,"Ochem, Ochem","A5643, A108291"
"InChI=1/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)/f/h11H,7H2",NC1=NC2=NC=CN=C2C(=O)N1,-2.96,0,[-2.96],1,Ochem,A108291
"InChI=1/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",CC(C)=CCC\C(C)=C\CCC(C)=O,-3.7,0,[-3.7],1,aqsol,
"InChI=1/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3",CC(=O)CCC1=C(C)CCCC1(C)C,-3.66,0,[-3.66],1,aqsol,
"InChI=1/C11H22/c1-3-5-7-9-11-10-8-6-4-2/h5,7H,3-4,6,8-11H2,1-2H3/b7-5+",CCCCCCC\C=C\CC,-5.19,0,[-5.19],1,aqsol,
"InChI=1/C13H22O2/c1-5-12(14)15-11-8-6-10(7-9-11)13(2,3)4/h5,10-11H,1,6-9H2,2-4H3",CC(C)(C)C1CCC(CC1)OC(=O)C=C,-3.54,0,[-3.54],1,aqsol,
"InChI=1/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t8-,9-/m0/s1/f/h13,15H",CC(C)C[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,-0.17,0,[-0.17],1,Ochem,A5370
"InChI=1/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3/b13-9-",CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O,-2.5,0,[-2.5],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C11H22N3O6P/c1-6(9(15)14-7(2)11(17)18)13-10(16)8(12)4-5-21(3,19)20/h6-8H,4-5,12H2,1-3H3,(H,13,16)(H,14,15)(H,17,18)(H,19,20)/f/h13-14,17,19H",CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(O)=O)C(O)=O,0.49,0,[0.49],1,"Ochem, Ochem","A5643, A111278"
"InChI=1/C13H22N2O3/c1-3-5-6-7-8-9-13(4-2)10(16)14-12(18)15-11(13)17/h3-9H2,1-2H3,(H2,14,15,16,17,18)/f/h14-15H",CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.43,0,[-3.43],1,aqsol,
"InChI=1/C11H22N3O6P/c1-6(9(15)14-7(2)11(17)18)13-10(16)8(12)4-5-21(3,19)20/h6-8H,4-5,12H2,1-3H3,(H,13,16)(H,14,15)(H,17,18)(H,19,20)/t6-,7-,8-/m0/s1/f/h13-14,17,19H",C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC[P](C)(O)=O)C(O)=O,0.49,0,[0.49],1,aqsol,
"InChI=1/C11H21NO5S/c1-10(2)11(13)17-8-7-12(3,4)6-5-9-18(14,15)16/h1,5-9H2,2-4H3",CC(=C)C(=O)OCC[N+](C)(C)CCC[S]([O-])(=O)=O,0.96,0,[0.96],1,aqsol,
"InChI=1/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.64,0,[0.64],1,Ochem,A111541
"InChI=1/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)/f/h10H,7H2",NC1=NC(=O)C2=C(N1)N=CC=N2,-3.97,0,[-3.97],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H5N3S3/c7-3-10-1-6(12-5-9)2-11-4-8/h6H,1-2H2",N#CSCC(CSC#N)SC#N,-1.94,0,[-1.94],1,aqsol,
"InChI=1/C6H5OS/c1-5(7)6-3-2-4-8-6/h2-4H,1H2",[#6]C(=O)C1=CC=C[SH0]1,-0.95,0,[-0.95],1,Ochem,A111278
"InChI=1/C6H5NOS/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)/f/h8H",OC(=S)c1cccnc1,-1.38,0,[-1.38],1,aqsol,
"InChI=1/C6H5NO3/c8-6(9)5-1-3-7(10)4-2-5/h1-4H,(H,8,9)/f/h8H",OC(=O)C1=CC=N(=O)C=C1,-1.1,0,[-1.1],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
InChI=1/C6H5NO2/c8-6-3-1-5(7-9)2-4-6/h1-5H,O=NC1C=CC(=O)C=C1,-1.55,0,[-1.55],1,Ochem,A111278
"InChI=1/C6H5NO2/c8-6-3-1-5(7-9)2-4-6/h1-4,9H",ON=C1C=CC(=O)C=C1,-1.55,0,[-1.55],1,Ochem,A108291
"InChI=1/C6H5NO2/c8-6-3-1-5(7-9)2-4-6/h1-4,8H",OC1=CC=C(C=C1)N=O,-1.55,0,[-1.55],1,"Ochem, aqsol","A5643, nan"
InChI=1/C6H5NO/c8-7-6-4-2-1-3-5-6/h1-5H,O=NC1=CC=CC=C1,-1.7,0,[-1.7],1,Ochem,A111695
"InChI=1/C6H5N5O3/c7-6-10-2-1(3(12)11-6)8-4(13)5(14)9-2/h(H,8,13)(H4,7,9,10,11,12,14)/f/h12-14H,7H2",NC1=NC2=NC(O)=C(O)N=C2C(O)=N1,-5.17,0,[-5.17],1,Ochem,A5643
"InChI=1/C6H5N4O4/c1-9-4(3-14-6(7)11)8-2-5(9)10(12)13/h2H,1,3H2",[#6][NH0]1C(COC([#7])=O)=[NH0]C=C1[N+]([O-])=O,-1.84,0,[-1.84],1,Ochem,A111278
"InChI=1/C6H5N5O2/c7-6-10-4-3(5(13)11-6)9-2(12)1-8-4/h1H,(H,9,12)(H3,7,8,10,11,13)/f/h9-10H,7H2",NC1=NC(=O)C2=C(N1)N=CC(=O)N2,-3.86,0,[-3.86],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,8H",OC1=CC=C(I)C=C1,-1.71,0,[-1.71],1,aqsol,
"InChI=1/C6H5N3/c1-4-3-5(2)9-6(7)8-4/h3H,1-2H2",[#6]C1=CC([#6])=[NH0]C([#7])=[NH0]1,-0.49,0,[-0.49],1,Ochem,A111278
"InChI=1/C6H5N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,(H,9,10)/f/h9H",[#7]NC(=O)C1=CC=[NH0]C=C1,0.01,0,[0.01],1,Ochem,A111278
"InChI=1/C6H6N/c1-6-2-4-7-5-3-6/h2-5H,1H2",[#6]C1=CC=[NH0]C=C1,1.03,0,[1.03],1,Ochem,A111278
"InChI=1/C6H5N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,(H,9,10)/f/h9H",[#7]NC(=O)C1=C[NH0]=CC=C1,-0.14,0,[-0.14],1,Ochem,A111278
"InChI=1/C6H5N3S/c7-4-1-2-6-5(3-4)8-9-10-6/h1-3H,7H2",NC1=CC2=C(SN=N2)C=C1,-1.3,0,[-1.3],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H",OC1=CC=C(F)C=C1,-0.21,0,[-0.21],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6+/m1/s1",OC[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,0.06,0,[0.06],1,Ochem,A77013
"InChI=1/C14H15N3O2/c1-19-12-5-9-3-2-4-10-7-17(14(15)16-18)8-11(6-12)13(9)10/h2-6,18H,7-8H2,1H3,(H2,15,16)/f/h15H2",COC1=CC2=C3C(=C1)C=CC=C3CN(C(N)=NO)C2,-1.21,0,[-1.21],1,aqsol,
InChI=1/C11H12N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H2,[#6]N([#6])C(=O)OC1=C([#6])C([#6])=[NH0]C(=[NH0]1)N([#6])[#6],-1.95,0,[-1.95],1,Ochem,A111278
"InChI=1/C12H22O3/c1-4-7-14-10-12(6-3,9-13)11-15-8-5-2/h4-5,13H,1-2,6-11H2,3H3",CCC(CO)(COCC=C)COCC=C,-1.72,0,[-1.72],1,aqsol,
InChI=1/C12H6Br4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,BrC1=CC=C(Br)C(=C1)C1=CC(Br)=CC=C1Br,-8.06,0,[-8.06],1,"Ochem, Ochem, Ochem, aqsol","A5370, A80390, A112473, nan"
"InChI=1/C12H5N7O12/c20-14(21)5-1-7(16(24)25)11(8(2-5)17(26)27)13-12-9(18(28)29)3-6(15(22)23)4-10(12)19(30)31/h1-4,13H",O=N(=O)C1=CC(=C(NC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O,-3.86,0,[-3.86],1,Ochem,A108291
"InChI=1/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3",CCCCOC(=O)CCC(=O)OCCCC,-3,0,[-3.0],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C12H22O4/c1-4-5-6-14-7-8-15-9-10-16-12(13)11(2)3/h2,4-10H2,1,3H3",CCCCOCCOCCOC(=O)C(C)=C,-2.02,0,[-2.02],1,aqsol,
InChI=1/C12H5N5O11/c18-13(19)6-1-2-11(8(3-6)15(22)23)28-12-9(16(24)25)4-7(14(20)21)5-10(12)17(26)27/h1-5H,O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=C1)N(=O)=O,-3.6,0,[-3.6],1,Ochem,A108291
"InChI=1/C12H22O4/c1-9(2)15-11(13)7-5-6-8-12(14)16-10(3)4/h9-10H,5-8H2,1-4H3",CC(C)OC(=O)CCCCC(=O)OC(C)C,-3.11,0,[-3.11],1,aqsol,
"InChI=1/C12H22O3/c1-9-5-3-7-11(13-9)15-12-8-4-6-10(2)14-12/h9-12H,3-8H2,1-2H3",CC1CCCC(OC2CCCC(C)O2)O1,-1.11,0,[-1.11],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C12H22O2/c1-6-10(2)8-7-9-12(4,5)14-11(3)13/h6,10H,1,7-9H2,2-5H3",CC(CCCC(C)(C)OC(C)=O)C=C,-4.03,0,[-4.03],1,aqsol,
"InChI=1/C12H22O2/c1-5-7-8-11(6-2)9-14-12(13)10(3)4/h11H,3,5-9H2,1-2,4H3",CCCCC(CC)COC(=O)C(C)=C,-4.81,0,[-4.81],1,aqsol,
"InChI=1/C12H22O2/c1-5-14-11(13)9-7-6-8-10-12(2,3)4/h5H,1,6-10H2,2-4H3",CC(C)(C)CCCCCC(=O)OC=C,-4.58,0,[-4.58],1,aqsol,
"InChI=1/C12H22O/c1-2-3-4-5-6-8-11-9-7-10-12(11)13/h11H,2-10H2,1H3",CCCCCCCC1CCCC1=O,-3.77,0,[-3.77],1,aqsol,
"InChI=1/C12H22O/c1-9(2)7-8-12(5,6)11(13)10(3)4/h7,10H,8H2,1-6H3",CC(C)C(=O)C(C)(C)CC=C(C)C,-3.49,0,[-3.49],1,aqsol,
InChI=1/C12H22O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h1-11H2,O=C1CCCCCCCCCCC1,-3.85,0,[-3.85],1,aqsol,
"InChI=1/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2",OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.47,0,[0.47],1,aqsol,
